Date,HDB,INFY,MMYT,RDY,REDFY,TTM,VEDL,WIT,WNS
05-01-2017,"7,85,079","22,83,969","2,97,857","2,62,051",320,"10,49,565","11,78,575","10,45,166","1,62,769"
4/28/2017,"9,30,321","45,11,333","1,02,756","2,18,782",400,"5,16,726","3,49,414","16,36,934","2,02,346"
4/27/2017,"9,66,181","44,60,495","2,17,820","1,92,496",0,"6,41,380","3,20,014","17,40,352","2,92,145"
4/26/2017,"16,28,193","54,30,178","1,07,064","2,10,763","64,271","11,39,057","3,53,134","19,58,492","2,36,684"
4/25/2017,"10,51,584","71,59,350","3,62,958","1,87,297","71,717","24,27,062","5,39,803","26,75,856","1,44,982"
4/24/2017,"11,58,799","73,24,641","3,84,004","2,67,772","12,600","17,70,045","4,71,674","10,02,804","1,02,245"
4/21/2017,"8,20,388","74,52,546","2,99,495","1,89,340","8,200","16,18,282","2,22,044","7,42,168","1,22,397"
4/20/2017,"9,09,003","34,25,617","2,59,861","1,41,851","11,025","17,54,941","3,96,231","11,86,034","1,69,859"
4/19/2017,"7,44,123","48,62,506","1,87,143","1,96,120",633,"17,89,796","5,13,812","11,61,430","2,09,663"
4/18/2017,"7,11,521","60,69,271","1,22,628","2,28,692",282,"19,17,407","5,24,409","14,29,966","2,15,764"
4/17/2017,"4,14,816","79,90,334","1,73,884","1,36,944",0,"11,24,153","4,29,378","6,87,848","1,53,936"
4/13/2017,"6,00,249","1,76,39,410","3,27,797","1,23,547","2,042","12,75,174","4,99,660","17,48,638","1,88,428"
04-12-2017,"5,72,634","86,91,153","6,96,253","1,67,872","15,650","14,66,912","4,48,355","17,32,744","1,56,673"
04-11-2017,"5,85,448","49,50,086","3,88,360","1,88,549","1,400","13,62,003","3,10,421","13,95,124","4,01,988"
04-10-2017,"7,59,300","86,26,505","3,25,528","1,37,111","1,440","12,56,206","3,13,420","9,44,160","2,64,279"
04-07-2017,"4,90,247","34,47,713","3,13,128","1,67,585","10,000","10,65,008","3,26,651","12,81,178","1,55,431"
04-06-2017,"5,44,842","33,58,097","1,51,774","2,11,883","84,700","9,64,230","2,82,108","16,44,202","1,26,181"
04-05-2017,"6,57,142","43,30,499","3,62,607","4,65,297","1,525","14,43,243","4,07,299","20,59,372","1,33,872"
04-04-2017,"7,01,884","59,01,448","1,01,022","2,59,630","2,180","8,19,730","2,37,564","9,24,332","2,04,164"
04-03-2017,"13,57,849","73,64,016","1,79,227","2,91,698","4,975","10,50,286","4,05,012","15,39,260","2,83,752"
3/31/2017,"10,63,449","40,97,996","2,34,681","2,05,388","14,330","13,21,562","6,90,676","20,27,358","2,09,231"
3/30/2017,"10,28,926","40,36,528","2,98,225","2,82,083","2,011","8,24,227","9,57,745","8,06,232","1,36,250"
3/29/2017,"4,47,633","40,46,515","2,66,142","1,98,336","2,180","11,53,908","3,73,801","9,17,818","1,34,548"
3/28/2017,"3,89,242","44,90,728","3,39,648","2,65,489","1,710","9,11,669","5,52,415","7,80,996","2,15,348"
3/27/2017,"13,53,137","35,91,441","2,79,154","2,20,273",0,"9,09,923","4,43,403","7,77,024","2,83,836"
3/24/2017,"7,00,335","40,37,254","3,52,083","2,13,224",0,"14,32,370","4,40,971","4,83,740","2,42,305"
3/23/2017,"11,37,328","4,755,99","4,81,469","4,20,389",150,"19,28,514","5,91,536","9,17,272","3,55,690"
